"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"08.07.2019 23:00 - 08.07.2019 23:15","51247","51120"
"08.07.2019 23:15 - 08.07.2019 23:30","50398","50241"
"08.07.2019 23:30 - 08.07.2019 23:45","49756","49277"
"08.07.2019 23:45 - 09.07.2019 00:00","48886","48640"
"09.07.2019 00:00 - 09.07.2019 00:15","48469","47781"
"09.07.2019 00:15 - 09.07.2019 00:30","48119","47536"
"09.07.2019 00:30 - 09.07.2019 00:45","47500","46582"
"09.07.2019 00:45 - 09.07.2019 01:00","47215","46306"
"09.07.2019 01:00 - 09.07.2019 01:15","47030","45925"
"09.07.2019 01:15 - 09.07.2019 01:30","46475","45617"
"09.07.2019 01:30 - 09.07.2019 01:45","45976","45309"
"09.07.2019 01:45 - 09.07.2019 02:00","46344","45083"
"09.07.2019 02:00 - 09.07.2019 02:15","45138","45043"
"09.07.2019 02:15 - 09.07.2019 02:30","44969","45112"
"09.07.2019 02:30 - 09.07.2019 02:45","44911","44768"
"09.07.2019 02:45 - 09.07.2019 03:00","44811","44764"
"09.07.2019 03:00 - 09.07.2019 03:15","44935","44861"
"09.07.2019 03:15 - 09.07.2019 03:30","44832","45088"
"09.07.2019 03:30 - 09.07.2019 03:45","44691","45149"
"09.07.2019 03:45 - 09.07.2019 04:00","44737","45118"
"09.07.2019 04:00 - 09.07.2019 04:15","45225","45354"
"09.07.2019 04:15 - 09.07.2019 04:30","45293","45715"
"09.07.2019 04:30 - 09.07.2019 04:45","45484","46015"
"09.07.2019 04:45 - 09.07.2019 05:00","45968","46475"
"09.07.2019 05:00 - 09.07.2019 05:15","46957","46980"
"09.07.2019 05:15 - 09.07.2019 05:30","47380","47390"
"09.07.2019 05:30 - 09.07.2019 05:45","48474","48526"
"09.07.2019 05:45 - 09.07.2019 06:00","49782","49833"
"09.07.2019 06:00 - 09.07.2019 06:15","52771","52708"
"09.07.2019 06:15 - 09.07.2019 06:30","54711","54689"
"09.07.2019 06:30 - 09.07.2019 06:45","56152","56519"
"09.07.2019 06:45 - 09.07.2019 07:00","57382","57856"
"09.07.2019 07:00 - 09.07.2019 07:15","59166","59293"
"09.07.2019 07:15 - 09.07.2019 07:30","60345","60390"
"09.07.2019 07:30 - 09.07.2019 07:45","62083","61768"
"09.07.2019 07:45 - 09.07.2019 08:00","62790","62291"
"09.07.2019 08:00 - 09.07.2019 08:15","63399","62462"
"09.07.2019 08:15 - 09.07.2019 08:30","63904","63023"
"09.07.2019 08:30 - 09.07.2019 08:45","64287","63418"
"09.07.2019 08:45 - 09.07.2019 09:00","64729","63765"
"09.07.2019 09:00 - 09.07.2019 09:15","64714","63626"
"09.07.2019 09:15 - 09.07.2019 09:30","65116","64091"
"09.07.2019 09:30 - 09.07.2019 09:45","65612","64495"
"09.07.2019 09:45 - 09.07.2019 10:00","65951","64821"
"09.07.2019 10:00 - 09.07.2019 10:15","66105","65410"
"09.07.2019 10:15 - 09.07.2019 10:30","66722","65851"
"09.07.2019 10:30 - 09.07.2019 10:45","67128","66120"
"09.07.2019 10:45 - 09.07.2019 11:00","67544","66517"
"09.07.2019 11:00 - 09.07.2019 11:15","67872","67618"
"09.07.2019 11:15 - 09.07.2019 11:30","68625","67887"
"09.07.2019 11:30 - 09.07.2019 11:45","68782","68042"
"09.07.2019 11:45 - 09.07.2019 12:00","69121","67879"
"09.07.2019 12:00 - 09.07.2019 12:15","68714","67121"
"09.07.2019 12:15 - 09.07.2019 12:30","68611","67016"
"09.07.2019 12:30 - 09.07.2019 12:45","68521","66937"
"09.07.2019 12:45 - 09.07.2019 13:00","68859","66952"
"09.07.2019 13:00 - 09.07.2019 13:15","68827","66931"
"09.07.2019 13:15 - 09.07.2019 13:30","68728","66944"
"09.07.2019 13:30 - 09.07.2019 13:45","68091","66428"
"09.07.2019 13:45 - 09.07.2019 14:00","67757","65908"
"09.07.2019 14:00 - 09.07.2019 14:15","67551","65906"
"09.07.2019 14:15 - 09.07.2019 14:30","67494","65826"
"09.07.2019 14:30 - 09.07.2019 14:45","67294","65420"
"09.07.2019 14:45 - 09.07.2019 15:00","66998","65275"
"09.07.2019 15:00 - 09.07.2019 15:15","66883","65016"
"09.07.2019 15:15 - 09.07.2019 15:30","66447","64594"
"09.07.2019 15:30 - 09.07.2019 15:45","66091","64443"
"09.07.2019 15:45 - 09.07.2019 16:00","65768","63846"
"09.07.2019 16:00 - 09.07.2019 16:15","65509","63592"
"09.07.2019 16:15 - 09.07.2019 16:30","64990","63173"
"09.07.2019 16:30 - 09.07.2019 16:45","65363","63258"
"09.07.2019 16:45 - 09.07.2019 17:00","64768","62960"
"09.07.2019 17:00 - 09.07.2019 17:15","64916","62823"
"09.07.2019 17:15 - 09.07.2019 17:30","64356","62856"
"09.07.2019 17:30 - 09.07.2019 17:45","64327","62794"
"09.07.2019 17:45 - 09.07.2019 18:00","64080","62917"
"09.07.2019 18:00 - 09.07.2019 18:15","63564","62321"
"09.07.2019 18:15 - 09.07.2019 18:30","63788","62076"
"09.07.2019 18:30 - 09.07.2019 18:45","63335","62315"
"09.07.2019 18:45 - 09.07.2019 19:00","62989","62410"
"09.07.2019 19:00 - 09.07.2019 19:15","62728","62041"
"09.07.2019 19:15 - 09.07.2019 19:30","61925","61404"
"09.07.2019 19:30 - 09.07.2019 19:45","61355","61213"
"09.07.2019 19:45 - 09.07.2019 20:00","61511","60791"
"09.07.2019 20:00 - 09.07.2019 20:15","60511","60066"
"09.07.2019 20:15 - 09.07.2019 20:30","59758","58914"
"09.07.2019 20:30 - 09.07.2019 20:45","59103","58363"
"09.07.2019 20:45 - 09.07.2019 21:00","58487","57843"
"09.07.2019 21:00 - 09.07.2019 21:15","57843","57081"
"09.07.2019 21:15 - 09.07.2019 21:30","57194","56443"
"09.07.2019 21:30 - 09.07.2019 21:45","56634","56095"
"09.07.2019 21:45 - 09.07.2019 22:00","56141","55917"
"09.07.2019 22:00 - 09.07.2019 22:15","55996","55508"
"09.07.2019 22:15 - 09.07.2019 22:30","55266","54619"
"09.07.2019 22:30 - 09.07.2019 22:45","54276","53547"
"09.07.2019 22:45 - 09.07.2019 23:00","53274","52568"
"09.07.2019 23:00 - 09.07.2019 23:15","51895","51656"
"09.07.2019 23:15 - 09.07.2019 23:30","51193","50503"
"09.07.2019 23:30 - 09.07.2019 23:45","50612","49867"
"09.07.2019 23:45 - 10.07.2019 00:00","49852","49021"
"10.07.2019 00:00 - 10.07.2019 00:15","47049","48039"
"10.07.2019 00:15 - 10.07.2019 00:30","46492","47545"
"10.07.2019 00:30 - 10.07.2019 00:45","45923","46891"
"10.07.2019 00:45 - 10.07.2019 01:00","45546","46662"
"10.07.2019 01:00 - 10.07.2019 01:15","45500","45966"
"10.07.2019 01:15 - 10.07.2019 01:30","44892","45744"
"10.07.2019 01:30 - 10.07.2019 01:45","44372","45226"
"10.07.2019 01:45 - 10.07.2019 02:00","44576","44895"
"10.07.2019 02:00 - 10.07.2019 02:15","43527","44400"
"10.07.2019 02:15 - 10.07.2019 02:30","43407","44381"
"10.07.2019 02:30 - 10.07.2019 02:45","43353","44165"
"10.07.2019 02:45 - 10.07.2019 03:00","43428","44341"
"10.07.2019 03:00 - 10.07.2019 03:15","43466","44521"
"10.07.2019 03:15 - 10.07.2019 03:30","43427","44537"
"10.07.2019 03:30 - 10.07.2019 03:45","43523","44574"
"10.07.2019 03:45 - 10.07.2019 04:00","43565","44721"
"10.07.2019 04:00 - 10.07.2019 04:15","43918","45113"
"10.07.2019 04:15 - 10.07.2019 04:30","44174","45368"
"10.07.2019 04:30 - 10.07.2019 04:45","44527","45608"
"10.07.2019 04:45 - 10.07.2019 05:00","44921","46117"
"10.07.2019 05:00 - 10.07.2019 05:15","46046","46923"
"10.07.2019 05:15 - 10.07.2019 05:30","46348","47404"
"10.07.2019 05:30 - 10.07.2019 05:45","47285","48053"
"10.07.2019 05:45 - 10.07.2019 06:00","48723","49408"
"10.07.2019 06:00 - 10.07.2019 06:15","51494","52552"
"10.07.2019 06:15 - 10.07.2019 06:30","53436","54427"
"10.07.2019 06:30 - 10.07.2019 06:45","55096","55904"
"10.07.2019 06:45 - 10.07.2019 07:00","56511","57236"
"10.07.2019 07:00 - 10.07.2019 07:15","58255","59022"
"10.07.2019 07:15 - 10.07.2019 07:30","59416","60116"
"10.07.2019 07:30 - 10.07.2019 07:45","60383","61030"
"10.07.2019 07:45 - 10.07.2019 08:00","61226","61973"
"10.07.2019 08:00 - 10.07.2019 08:15","62082","62451"
"10.07.2019 08:15 - 10.07.2019 08:30","62537","62614"
"10.07.2019 08:30 - 10.07.2019 08:45","62873","62995"
"10.07.2019 08:45 - 10.07.2019 09:00","63244","63152"
"10.07.2019 09:00 - 10.07.2019 09:15","63214","62976"
"10.07.2019 09:15 - 10.07.2019 09:30","63605","63203"
"10.07.2019 09:30 - 10.07.2019 09:45","64189","63897"
"10.07.2019 09:45 - 10.07.2019 10:00","64541","64556"
"10.07.2019 10:00 - 10.07.2019 10:15","65061","64516"
"10.07.2019 10:15 - 10.07.2019 10:30","65335","64616"
"10.07.2019 10:30 - 10.07.2019 10:45","65946","65063"
"10.07.2019 10:45 - 10.07.2019 11:00","66238","65671"
"10.07.2019 11:00 - 10.07.2019 11:15","66544","66015"
"10.07.2019 11:15 - 10.07.2019 11:30","66939","66709"
"10.07.2019 11:30 - 10.07.2019 11:45","67135","67255"
"10.07.2019 11:45 - 10.07.2019 12:00","67385","67348"
"10.07.2019 12:00 - 10.07.2019 12:15","66887","66834"
"10.07.2019 12:15 - 10.07.2019 12:30","66497","66569"
"10.07.2019 12:30 - 10.07.2019 12:45","66443","66811"
"10.07.2019 12:45 - 10.07.2019 13:00","66620","66672"
"10.07.2019 13:00 - 10.07.2019 13:15","66396","66588"
"10.07.2019 13:15 - 10.07.2019 13:30","66294","66651"
"10.07.2019 13:30 - 10.07.2019 13:45","65817","66461"
"10.07.2019 13:45 - 10.07.2019 14:00","65260","66104"
"10.07.2019 14:00 - 10.07.2019 14:15","65159","65784"
"10.07.2019 14:15 - 10.07.2019 14:30","64981","65843"
"10.07.2019 14:30 - 10.07.2019 14:45","64819","65535"
"10.07.2019 14:45 - 10.07.2019 15:00","64441","65445"
"10.07.2019 15:00 - 10.07.2019 15:15","64236","65342"
"10.07.2019 15:15 - 10.07.2019 15:30","63945","64972"
"10.07.2019 15:30 - 10.07.2019 15:45","63628","64386"
"10.07.2019 15:45 - 10.07.2019 16:00","63226","63753"
"10.07.2019 16:00 - 10.07.2019 16:15","62998","63446"
"10.07.2019 16:15 - 10.07.2019 16:30","62525","62921"
"10.07.2019 16:30 - 10.07.2019 16:45","62725","62649"
"10.07.2019 16:45 - 10.07.2019 17:00","62354","62317"
"10.07.2019 17:00 - 10.07.2019 17:15","62320","62339"
"10.07.2019 17:15 - 10.07.2019 17:30","62218","62239"
"10.07.2019 17:30 - 10.07.2019 17:45","61970","62519"
"10.07.2019 17:45 - 10.07.2019 18:00","61889","62571"
"10.07.2019 18:00 - 10.07.2019 18:15","61517","62537"
"10.07.2019 18:15 - 10.07.2019 18:30","61279","62338"
"10.07.2019 18:30 - 10.07.2019 18:45","61117","62327"
"10.07.2019 18:45 - 10.07.2019 19:00","60874","62469"
"10.07.2019 19:00 - 10.07.2019 19:15","60833","62400"
"10.07.2019 19:15 - 10.07.2019 19:30","60380","61576"
"10.07.2019 19:30 - 10.07.2019 19:45","59991","61230"
"10.07.2019 19:45 - 10.07.2019 20:00","59601","60763"
"10.07.2019 20:00 - 10.07.2019 20:15","58790","59903"
"10.07.2019 20:15 - 10.07.2019 20:30","58080","58904"
"10.07.2019 20:30 - 10.07.2019 20:45","57409","58209"
"10.07.2019 20:45 - 10.07.2019 21:00","56689","57536"
"10.07.2019 21:00 - 10.07.2019 21:15","56157","57147"
"10.07.2019 21:15 - 10.07.2019 21:30","55496","56593"
"10.07.2019 21:30 - 10.07.2019 21:45","55012","56214"
"10.07.2019 21:45 - 10.07.2019 22:00","54549","56183"
"10.07.2019 22:00 - 10.07.2019 22:15","54482","55299"
"10.07.2019 22:15 - 10.07.2019 22:30","53836","54601"
"10.07.2019 22:30 - 10.07.2019 22:45","52812","53417"
"10.07.2019 22:45 - 10.07.2019 23:00","51811","52411"
"10.07.2019 23:00 - 10.07.2019 23:15","50669","51001"
"10.07.2019 23:15 - 10.07.2019 23:30","49773","49809"
"10.07.2019 23:30 - 10.07.2019 23:45","48935","49066"
"10.07.2019 23:45 - 11.07.2019 00:00","48131","48508"
"11.07.2019 00:00 - 11.07.2019 00:15","47536","47669"
"11.07.2019 00:15 - 11.07.2019 00:30","46905","47122"
"11.07.2019 00:30 - 11.07.2019 00:45","46406","46890"
"11.07.2019 00:45 - 11.07.2019 01:00","46041","46556"
"11.07.2019 01:00 - 11.07.2019 01:15","45987","46042"
"11.07.2019 01:15 - 11.07.2019 01:30","45213","45647"
"11.07.2019 01:30 - 11.07.2019 01:45","44708","45257"
"11.07.2019 01:45 - 11.07.2019 02:00","44970","45108"
"11.07.2019 02:00 - 11.07.2019 02:15","43883","44383"
"11.07.2019 02:15 - 11.07.2019 02:30","43873","44372"
"11.07.2019 02:30 - 11.07.2019 02:45","43837","44184"
"11.07.2019 02:45 - 11.07.2019 03:00","43890","44220"
"11.07.2019 03:00 - 11.07.2019 03:15","43941","44473"
"11.07.2019 03:15 - 11.07.2019 03:30","43939","44503"
"11.07.2019 03:30 - 11.07.2019 03:45","43926","44300"
"11.07.2019 03:45 - 11.07.2019 04:00","43959","44444"
"11.07.2019 04:00 - 11.07.2019 04:15","44337","44811"
"11.07.2019 04:15 - 11.07.2019 04:30","44500","45120"
"11.07.2019 04:30 - 11.07.2019 04:45","44786","45620"
"11.07.2019 04:45 - 11.07.2019 05:00","45235","45825"
"11.07.2019 05:00 - 11.07.2019 05:15","46259","47140"
"11.07.2019 05:15 - 11.07.2019 05:30","46762","47481"
"11.07.2019 05:30 - 11.07.2019 05:45","47757","48189"
"11.07.2019 05:45 - 11.07.2019 06:00","49095","49457"
"11.07.2019 06:00 - 11.07.2019 06:15","51818","52288"
"11.07.2019 06:15 - 11.07.2019 06:30","53865","54033"
"11.07.2019 06:30 - 11.07.2019 06:45","55516","55632"
"11.07.2019 06:45 - 11.07.2019 07:00","56806","57099"
"11.07.2019 07:00 - 11.07.2019 07:15","58413","58807"
"11.07.2019 07:15 - 11.07.2019 07:30","59594","60011"
"11.07.2019 07:30 - 11.07.2019 07:45","60657","60951"
"11.07.2019 07:45 - 11.07.2019 08:00","61361","61816"
"11.07.2019 08:00 - 11.07.2019 08:15","62086","63028"
"11.07.2019 08:15 - 11.07.2019 08:30","62594","63495"
"11.07.2019 08:30 - 11.07.2019 08:45","62927","63837"
"11.07.2019 08:45 - 11.07.2019 09:00","63410","64164"
"11.07.2019 09:00 - 11.07.2019 09:15","63491","64026"
"11.07.2019 09:15 - 11.07.2019 09:30","63814","64522"
"11.07.2019 09:30 - 11.07.2019 09:45","64314","65173"
"11.07.2019 09:45 - 11.07.2019 10:00","64689","65795"
"11.07.2019 10:00 - 11.07.2019 10:15","65031","65994"
"11.07.2019 10:15 - 11.07.2019 10:30","65371","66126"
"11.07.2019 10:30 - 11.07.2019 10:45","65859","66675"
"11.07.2019 10:45 - 11.07.2019 11:00","66242","66964"
"11.07.2019 11:00 - 11.07.2019 11:15","66462","67483"
"11.07.2019 11:15 - 11.07.2019 11:30","66847","67792"
"11.07.2019 11:30 - 11.07.2019 11:45","66881","67975"
"11.07.2019 11:45 - 11.07.2019 12:00","67194","67816"
"11.07.2019 12:00 - 11.07.2019 12:15","66912","67388"
"11.07.2019 12:15 - 11.07.2019 12:30","66748","67144"
"11.07.2019 12:30 - 11.07.2019 12:45","66584","67144"
"11.07.2019 12:45 - 11.07.2019 13:00","66680","67109"
"11.07.2019 13:00 - 11.07.2019 13:15","66502","67069"
"11.07.2019 13:15 - 11.07.2019 13:30","66250","66772"
"11.07.2019 13:30 - 11.07.2019 13:45","65794","66411"
"11.07.2019 13:45 - 11.07.2019 14:00","65243","65776"
"11.07.2019 14:00 - 11.07.2019 14:15","65192","65502"
"11.07.2019 14:15 - 11.07.2019 14:30","65136","65161"
"11.07.2019 14:30 - 11.07.2019 14:45","64959","64728"
"11.07.2019 14:45 - 11.07.2019 15:00","64743","64367"
"11.07.2019 15:00 - 11.07.2019 15:15","64781","64265"
"11.07.2019 15:15 - 11.07.2019 15:30","64311","63906"
"11.07.2019 15:30 - 11.07.2019 15:45","64082","63629"
"11.07.2019 15:45 - 11.07.2019 16:00","63581","63257"
"11.07.2019 16:00 - 11.07.2019 16:15","63341","63191"
"11.07.2019 16:15 - 11.07.2019 16:30","63127","62889"
"11.07.2019 16:30 - 11.07.2019 16:45","63094","62638"
"11.07.2019 16:45 - 11.07.2019 17:00","62680","62346"
"11.07.2019 17:00 - 11.07.2019 17:15","62621","62652"
"11.07.2019 17:15 - 11.07.2019 17:30","62504","62400"
"11.07.2019 17:30 - 11.07.2019 17:45","62479","62307"
"11.07.2019 17:45 - 11.07.2019 18:00","62306","62415"
"11.07.2019 18:00 - 11.07.2019 18:15","61861","62149"
"11.07.2019 18:15 - 11.07.2019 18:30","61509","61811"
"11.07.2019 18:30 - 11.07.2019 18:45","61499","61883"
"11.07.2019 18:45 - 11.07.2019 19:00","61322","62023"
"11.07.2019 19:00 - 11.07.2019 19:15","60894","61938"
"11.07.2019 19:15 - 11.07.2019 19:30","60412","61294"
"11.07.2019 19:30 - 11.07.2019 19:45","59941","60806"
"11.07.2019 19:45 - 11.07.2019 20:00","59810","60405"
"11.07.2019 20:00 - 11.07.2019 20:15","58919","59706"
"11.07.2019 20:15 - 11.07.2019 20:30","58107","58990"
"11.07.2019 20:30 - 11.07.2019 20:45","57487","58296"
"11.07.2019 20:45 - 11.07.2019 21:00","56832","57545"
"11.07.2019 21:00 - 11.07.2019 21:15","56116","56959"
"11.07.2019 21:15 - 11.07.2019 21:30","55738","56548"
"11.07.2019 21:30 - 11.07.2019 21:45","55103","55847"
"11.07.2019 21:45 - 11.07.2019 22:00","54793","55372"
"11.07.2019 22:00 - 11.07.2019 22:15","54722","54706"
"11.07.2019 22:15 - 11.07.2019 22:30","53867","54008"
"11.07.2019 22:30 - 11.07.2019 22:45","52833","52913"
"11.07.2019 22:45 - 11.07.2019 23:00","51918","51854"
"11.07.2019 23:00 - 11.07.2019 23:15","50697","50847"
"11.07.2019 23:15 - 11.07.2019 23:30","49876","49832"
"11.07.2019 23:30 - 11.07.2019 23:45","49131","49032"
"11.07.2019 23:45 - 12.07.2019 00:00","48369","48163"
"12.07.2019 00:00 - 12.07.2019 00:15","47193","47258"
"12.07.2019 00:15 - 12.07.2019 00:30","46625","46779"
"12.07.2019 00:30 - 12.07.2019 00:45","46148","46473"
"12.07.2019 00:45 - 12.07.2019 01:00","45695","46036"
"12.07.2019 01:00 - 12.07.2019 01:15","45678","45621"
"12.07.2019 01:15 - 12.07.2019 01:30","44988","45251"
"12.07.2019 01:30 - 12.07.2019 01:45","44370","44821"
"12.07.2019 01:45 - 12.07.2019 02:00","44692","44773"
"12.07.2019 02:00 - 12.07.2019 02:15","43622","44287"
"12.07.2019 02:15 - 12.07.2019 02:30","43513","44151"
"12.07.2019 02:30 - 12.07.2019 02:45","43449","44013"
"12.07.2019 02:45 - 12.07.2019 03:00","43559","43940"
"12.07.2019 03:00 - 12.07.2019 03:15","43555","44470"
"12.07.2019 03:15 - 12.07.2019 03:30","43591","44315"
"12.07.2019 03:30 - 12.07.2019 03:45","43675","44240"
"12.07.2019 03:45 - 12.07.2019 04:00","43707","44317"
"12.07.2019 04:00 - 12.07.2019 04:15","44088","45066"
"12.07.2019 04:15 - 12.07.2019 04:30","44314","45341"
"12.07.2019 04:30 - 12.07.2019 04:45","44615","45591"
"12.07.2019 04:45 - 12.07.2019 05:00","44998","45995"
"12.07.2019 05:00 - 12.07.2019 05:15","46029","47178"
"12.07.2019 05:15 - 12.07.2019 05:30","46431","47670"
"12.07.2019 05:30 - 12.07.2019 05:45","47420","48248"
"12.07.2019 05:45 - 12.07.2019 06:00","48796","49682"
"12.07.2019 06:00 - 12.07.2019 06:15","51448","52501"
"12.07.2019 06:15 - 12.07.2019 06:30","53509","54522"
"12.07.2019 06:30 - 12.07.2019 06:45","54934","56199"
"12.07.2019 06:45 - 12.07.2019 07:00","56262","57521"
"12.07.2019 07:00 - 12.07.2019 07:15","57841","59356"
"12.07.2019 07:15 - 12.07.2019 07:30","58936","60170"
"12.07.2019 07:30 - 12.07.2019 07:45","60193","61349"
"12.07.2019 07:45 - 12.07.2019 08:00","61058","62229"
"12.07.2019 08:00 - 12.07.2019 08:15","61971","63370"
"12.07.2019 08:15 - 12.07.2019 08:30","62692","64225"
"12.07.2019 08:30 - 12.07.2019 08:45","63264","64638"
"12.07.2019 08:45 - 12.07.2019 09:00","63704","65383"
"12.07.2019 09:00 - 12.07.2019 09:15","63820","65208"
"12.07.2019 09:15 - 12.07.2019 09:30","64061","65421"
"12.07.2019 09:30 - 12.07.2019 09:45","64566","66122"
"12.07.2019 09:45 - 12.07.2019 10:00","65122","66558"
"12.07.2019 10:00 - 12.07.2019 10:15","65202","66733"
"12.07.2019 10:15 - 12.07.2019 10:30","65476","67136"
"12.07.2019 10:30 - 12.07.2019 10:45","65871","67430"
"12.07.2019 10:45 - 12.07.2019 11:00","66192","67706"
"12.07.2019 11:00 - 12.07.2019 11:15","66228","67744"
"12.07.2019 11:15 - 12.07.2019 11:30","66678","67860"
"12.07.2019 11:30 - 12.07.2019 11:45","66912","68140"
"12.07.2019 11:45 - 12.07.2019 12:00","66962","67964"
"12.07.2019 12:00 - 12.07.2019 12:15","66448","67265"
"12.07.2019 12:15 - 12.07.2019 12:30","66160","66702"
"12.07.2019 12:30 - 12.07.2019 12:45","66007","66455"
"12.07.2019 12:45 - 12.07.2019 13:00","65731","66078"
"12.07.2019 13:00 - 12.07.2019 13:15","65511","65648"
"12.07.2019 13:15 - 12.07.2019 13:30","65182","65112"
"12.07.2019 13:30 - 12.07.2019 13:45","64661","64793"
"12.07.2019 13:45 - 12.07.2019 14:00","64038","64087"
"12.07.2019 14:00 - 12.07.2019 14:15","63729","63827"
"12.07.2019 14:15 - 12.07.2019 14:30","63607","63648"
"12.07.2019 14:30 - 12.07.2019 14:45","63431","63651"
"12.07.2019 14:45 - 12.07.2019 15:00","63208","63236"
"12.07.2019 15:00 - 12.07.2019 15:15","63171","63279"
"12.07.2019 15:15 - 12.07.2019 15:30","62848","63192"
"12.07.2019 15:30 - 12.07.2019 15:45","62472","62873"
"12.07.2019 15:45 - 12.07.2019 16:00","62049","62459"
"12.07.2019 16:00 - 12.07.2019 16:15","61854","62439"
"12.07.2019 16:15 - 12.07.2019 16:30","61380","62077"
"12.07.2019 16:30 - 12.07.2019 16:45","61201","61768"
"12.07.2019 16:45 - 12.07.2019 17:00","60914","61366"
"12.07.2019 17:00 - 12.07.2019 17:15","60949","61509"
"12.07.2019 17:15 - 12.07.2019 17:30","60799","61224"
"12.07.2019 17:30 - 12.07.2019 17:45","60610","61135"
"12.07.2019 17:45 - 12.07.2019 18:00","60412","61335"
"12.07.2019 18:00 - 12.07.2019 18:15","60114","61121"
"12.07.2019 18:15 - 12.07.2019 18:30","59726","60499"
"12.07.2019 18:30 - 12.07.2019 18:45","59597","60285"
"12.07.2019 18:45 - 12.07.2019 19:00","59365","60116"
"12.07.2019 19:00 - 12.07.2019 19:15","58948","59957"
"12.07.2019 19:15 - 12.07.2019 19:30","58253","59067"
"12.07.2019 19:30 - 12.07.2019 19:45","57693","58654"
"12.07.2019 19:45 - 12.07.2019 20:00","57634","58197"
"12.07.2019 20:00 - 12.07.2019 20:15","56843","57292"
"12.07.2019 20:15 - 12.07.2019 20:30","56157","56361"
"12.07.2019 20:30 - 12.07.2019 20:45","55379","55430"
"12.07.2019 20:45 - 12.07.2019 21:00","54726","54856"
"12.07.2019 21:00 - 12.07.2019 21:15","54197","54322"
"12.07.2019 21:15 - 12.07.2019 21:30","53729","53866"
"12.07.2019 21:30 - 12.07.2019 21:45","53144","53466"
"12.07.2019 21:45 - 12.07.2019 22:00","52829","53009"
"12.07.2019 22:00 - 12.07.2019 22:15","52747","52322"
"12.07.2019 22:15 - 12.07.2019 22:30","51996","51644"
"12.07.2019 22:30 - 12.07.2019 22:45","51142","50566"
"12.07.2019 22:45 - 12.07.2019 23:00","50278","49684"
"12.07.2019 23:00 - 12.07.2019 23:15","49192","48802"
"12.07.2019 23:15 - 12.07.2019 23:30","48362","48381"
"12.07.2019 23:30 - 12.07.2019 23:45","47519","47722"
"12.07.2019 23:45 - 13.07.2019 00:00","46795","47004"
"13.07.2019 00:00 - 13.07.2019 00:15","45444","46046"
"13.07.2019 00:15 - 13.07.2019 00:30","44954","45458"
"13.07.2019 00:30 - 13.07.2019 00:45","44339","44960"
"13.07.2019 00:45 - 13.07.2019 01:00","43987","44432"
"13.07.2019 01:00 - 13.07.2019 01:15","43919","43659"
"13.07.2019 01:15 - 13.07.2019 01:30","43040","43094"
"13.07.2019 01:30 - 13.07.2019 01:45","42518","42672"
"13.07.2019 01:45 - 13.07.2019 02:00","42731","42610"
"13.07.2019 02:00 - 13.07.2019 02:15","41713","41786"
"13.07.2019 02:15 - 13.07.2019 02:30","41575","41751"
"13.07.2019 02:30 - 13.07.2019 02:45","41381","41454"
"13.07.2019 02:45 - 13.07.2019 03:00","41298","41620"
"13.07.2019 03:00 - 13.07.2019 03:15","41214","41670"
"13.07.2019 03:15 - 13.07.2019 03:30","41064","41475"
"13.07.2019 03:30 - 13.07.2019 03:45","40986","41207"
"13.07.2019 03:45 - 13.07.2019 04:00","40852","41367"
"13.07.2019 04:00 - 13.07.2019 04:15","40974","41399"
"13.07.2019 04:15 - 13.07.2019 04:30","40921","41356"
"13.07.2019 04:30 - 13.07.2019 04:45","40914","41254"
"13.07.2019 04:45 - 13.07.2019 05:00","40870","41373"
"13.07.2019 05:00 - 13.07.2019 05:15","41094","41747"
"13.07.2019 05:15 - 13.07.2019 05:30","40870","41521"
"13.07.2019 05:30 - 13.07.2019 05:45","40942","41099"
"13.07.2019 05:45 - 13.07.2019 06:00","41162","41520"
"13.07.2019 06:00 - 13.07.2019 06:15","41824","42204"
"13.07.2019 06:15 - 13.07.2019 06:30","42296","42970"
"13.07.2019 06:30 - 13.07.2019 06:45","42945","43528"
"13.07.2019 06:45 - 13.07.2019 07:00","43543","44247"
"13.07.2019 07:00 - 13.07.2019 07:15","44670","45122"
"13.07.2019 07:15 - 13.07.2019 07:30","45519","45780"
"13.07.2019 07:30 - 13.07.2019 07:45","46611","46657"
"13.07.2019 07:45 - 13.07.2019 08:00","47702","47607"
"13.07.2019 08:00 - 13.07.2019 08:15","48881","48582"
"13.07.2019 08:15 - 13.07.2019 08:30","49898","49451"
"13.07.2019 08:30 - 13.07.2019 08:45","50737","50256"
"13.07.2019 08:45 - 13.07.2019 09:00","51673","51010"
"13.07.2019 09:00 - 13.07.2019 09:15","52547","52104"
"13.07.2019 09:15 - 13.07.2019 09:30","53163","52666"
"13.07.2019 09:30 - 13.07.2019 09:45","54118","53166"
"13.07.2019 09:45 - 13.07.2019 10:00","54752","53764"
"13.07.2019 10:00 - 13.07.2019 10:15","55378","54431"
"13.07.2019 10:15 - 13.07.2019 10:30","55784","54828"
"13.07.2019 10:30 - 13.07.2019 10:45","56141","55201"
"13.07.2019 10:45 - 13.07.2019 11:00","56432","55479"
"13.07.2019 11:00 - 13.07.2019 11:15","56648","55551"
"13.07.2019 11:15 - 13.07.2019 11:30","57158","56143"
"13.07.2019 11:30 - 13.07.2019 11:45","57274","56442"
