TIME,GEO,NRG_BAL,SIEC,UNIT,Value,Flag and Footnotes
2011,Romania,Exports,Electricity,Gigawatt-hour,5316,
2011,Slovenia,Imports,Electricity,Gigawatt-hour,7036,
2011,Slovenia,Exports,Electricity,Gigawatt-hour,8408,
2011,Slovakia,Imports,Electricity,Gigawatt-hour,11227,
2011,Slovakia,Exports,Electricity,Gigawatt-hour,10500,
2011,Finland,Imports,Electricity,Gigawatt-hour,17656,
2011,Finland,Exports,Electricity,Gigawatt-hour,3804,
2011,Sweden,Imports,Electricity,Gigawatt-hour,12481,
2011,Sweden,Exports,Electricity,Gigawatt-hour,19714,
2011,Iceland,Imports,Electricity,Gigawatt-hour,0,
2011,Iceland,Exports,Electricity,Gigawatt-hour,0,
2011,Liechtenstein,Imports,Electricity,Gigawatt-hour,:,
2011,Liechtenstein,Exports,Electricity,Gigawatt-hour,:,
2011,Norway,Imports,Electricity,Gigawatt-hour,11254,
2011,Norway,Exports,Electricity,Gigawatt-hour,14329,
2011,United Kingdom,Imports,Electricity,Gigawatt-hour,8690,
2011,United Kingdom,Exports,Electricity,Gigawatt-hour,2467,
2011,Montenegro,Imports,Electricity,Gigawatt-hour,1993,
2011,Montenegro,Exports,Electricity,Gigawatt-hour,431,
2011,North Macedonia,Imports,Electricity,Gigawatt-hour,2749,
2011,North Macedonia,Exports,Electricity,Gigawatt-hour,73,
2011,Albania,Imports,Electricity,Gigawatt-hour,3262,
2011,Albania,Exports,Electricity,Gigawatt-hour,0,
2011,Serbia,Imports,Electricity,Gigawatt-hour,6701,
2011,Serbia,Exports,Electricity,Gigawatt-hour,6979,
2011,Turkey,Imports,Electricity,Gigawatt-hour,4556,
2011,Turkey,Exports,Electricity,Gigawatt-hour,3645,
2011,Bosnia and Herzegovina,Imports,Electricity,Gigawatt-hour,:,
2011,Bosnia and Herzegovina,Exports,Electricity,Gigawatt-hour,:,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Imports,Electricity,Gigawatt-hour,3135,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Exports,Electricity,Gigawatt-hour,2717,
2011,Moldova,Imports,Electricity,Gigawatt-hour,3146,
2011,Moldova,Exports,Electricity,Gigawatt-hour,0,
2011,Ukraine,Imports,Electricity,Gigawatt-hour,32,
2011,Ukraine,Exports,Electricity,Gigawatt-hour,6322,
2011,Georgia,Imports,Electricity,Gigawatt-hour,:,
2011,Georgia,Exports,Electricity,Gigawatt-hour,:,
2012,European Union - 27 countries (from 2020),Imports,Electricity,Gigawatt-hour,349454.14,
2012,European Union - 27 countries (from 2020),Exports,Electricity,Gigawatt-hour,342668.52,
2012,European Union - 28 countries (2013-2020),Imports,Electricity,Gigawatt-hour,363229.14,
2012,European Union - 28 countries (2013-2020),Exports,Electricity,Gigawatt-hour,344579.52,
2012,Euro area - 19 countries  (from 2015),Imports,Electricity,Gigawatt-hour,264062.14,
2012,Euro area - 19 countries  (from 2015),Exports,Electricity,Gigawatt-hour,230300.52,
2012,Belgium,Imports,Electricity,Gigawatt-hour,16848,
2012,Belgium,Exports,Electricity,Gigawatt-hour,6912,
2012,Bulgaria,Imports,Electricity,Gigawatt-hour,2353,
2012,Bulgaria,Exports,Electricity,Gigawatt-hour,10661,
2012,Czech Republic,Imports,Electricity,Gigawatt-hour,11587,
2012,Czech Republic,Exports,Electricity,Gigawatt-hour,28707,
2012,Denmark,Imports,Electricity,Gigawatt-hour,15920,
2012,Denmark,Exports,Electricity,Gigawatt-hour,10706,
2012,Germany,Imports,Electricity,Gigawatt-hour,46268,
2012,Germany,Exports,Electricity,Gigawatt-hour,66810,
2012,Estonia,Imports,Electricity,Gigawatt-hour,2710,
2012,Estonia,Exports,Electricity,Gigawatt-hour,4950,
2012,Ireland,Imports,Electricity,Gigawatt-hour,783.61,
2012,Ireland,Exports,Electricity,Gigawatt-hour,370.13,
2012,Greece,Imports,Electricity,Gigawatt-hour,5954,
2012,Greece,Exports,Electricity,Gigawatt-hour,4169,
2012,Spain,Imports,Electricity,Gigawatt-hour,7787,
2012,Spain,Exports,Electricity,Gigawatt-hour,18986,
2012,France,Imports,Electricity,Gigawatt-hour,12213,
2012,France,Exports,Electricity,Gigawatt-hour,56734,
2012,Croatia,Imports,Electricity,Gigawatt-hour,13174,
2012,Croatia,Exports,Electricity,Gigawatt-hour,5743,
2012,Italy,Imports,Electricity,Gigawatt-hour,45407,
2012,Italy,Exports,Electricity,Gigawatt-hour,2304,
2012,Cyprus,Imports,Electricity,Gigawatt-hour,0,
2012,Cyprus,Exports,Electricity,Gigawatt-hour,0,
2012,Latvia,Imports,Electricity,Gigawatt-hour,4935,
2012,Latvia,Exports,Electricity,Gigawatt-hour,3244,
2012,Lithuania,Imports,Electricity,Gigawatt-hour,8060,
2012,Lithuania,Exports,Electricity,Gigawatt-hour,1441,
2012,Luxembourg,Imports,Electricity,Gigawatt-hour,6732.1,
2012,Luxembourg,Exports,Electricity,Gigawatt-hour,2621.78,
2012,Hungary,Imports,Electricity,Gigawatt-hour,16970,
2012,Hungary,Exports,Electricity,Gigawatt-hour,9003,
2012,Malta,Imports,Electricity,Gigawatt-hour,0,
2012,Malta,Exports,Electricity,Gigawatt-hour,0,
2012,Netherlands,Imports,Electricity,Gigawatt-hour,32155.72,
2012,Netherlands,Exports,Electricity,Gigawatt-hour,15045.86,
2012,Austria,Imports,Electricity,Gigawatt-hour,23429.72,
2012,Austria,Exports,Electricity,Gigawatt-hour,20626.75,
2012,Poland,Imports,Electricity,Gigawatt-hour,9803,
2012,Poland,Exports,Electricity,Gigawatt-hour,12643,
2012,Portugal,Imports,Electricity,Gigawatt-hour,10766,
2012,Portugal,Exports,Electricity,Gigawatt-hour,2871,
2012,Romania,Imports,Electricity,Gigawatt-hour,3903,
2012,Romania,Exports,Electricity,Gigawatt-hour,3650,
2012,Slovenia,Imports,Electricity,Gigawatt-hour,7452,
2012,Slovenia,Exports,Electricity,Gigawatt-hour,8491,
2012,Slovakia,Imports,Electricity,Gigawatt-hour,13472,
2012,Slovakia,Exports,Electricity,Gigawatt-hour,13079,
2012,Finland,Imports,Electricity,Gigawatt-hour,19089,
2012,Finland,Exports,Electricity,Gigawatt-hour,1645,
2012,Sweden,Imports,Electricity,Gigawatt-hour,11682,
2012,Sweden,Exports,Electricity,Gigawatt-hour,31255,
2012,Iceland,Imports,Electricity,Gigawatt-hour,0,
2012,Iceland,Exports,Electricity,Gigawatt-hour,0,
2012,Liechtenstein,Imports,Electricity,Gigawatt-hour,:,
2012,Liechtenstein,Exports,Electricity,Gigawatt-hour,:,
2012,Norway,Imports,Electricity,Gigawatt-hour,4191,
2012,Norway,Exports,Electricity,Gigawatt-hour,22006,
2012,United Kingdom,Imports,Electricity,Gigawatt-hour,13775,
2012,United Kingdom,Exports,Electricity,Gigawatt-hour,1911,
2012,Montenegro,Imports,Electricity,Gigawatt-hour,1440,
2012,Montenegro,Exports,Electricity,Gigawatt-hour,228,
2012,North Macedonia,Imports,Electricity,Gigawatt-hour,2741,
2012,North Macedonia,Exports,Electricity,Gigawatt-hour,72,
2012,Albania,Imports,Electricity,Gigawatt-hour,2538,
2012,Albania,Exports,Electricity,Gigawatt-hour,0,
2012,Serbia,Imports,Electricity,Gigawatt-hour,5781,
2012,Serbia,Exports,Electricity,Gigawatt-hour,5392,
2012,Turkey,Imports,Electricity,Gigawatt-hour,5827,
2012,Turkey,Exports,Electricity,Gigawatt-hour,2954,
2012,Bosnia and Herzegovina,Imports,Electricity,Gigawatt-hour,:,
2012,Bosnia and Herzegovina,Exports,Electricity,Gigawatt-hour,:,
2012,Kosovo (under United Nations Security Council Resolution 1244/99),Imports,Electricity,Gigawatt-hour,2773,
2012,Kosovo (under United Nations Security Council Resolution 1244/99),Exports,Electricity,Gigawatt-hour,2619,
2012,Moldova,Imports,Electricity,Gigawatt-hour,3279,
2012,Moldova,Exports,Electricity,Gigawatt-hour,0,
2012,Ukraine,Imports,Electricity,Gigawatt-hour,89,
2012,Ukraine,Exports,Electricity,Gigawatt-hour,11561,
2012,Georgia,Imports,Electricity,Gigawatt-hour,:,
2012,Georgia,Exports,Electricity,Gigawatt-hour,:,
2013,European Union - 27 countries (from 2020),Imports,Electricity,Gigawatt-hour,332062.26,
2013,European Union - 27 countries (from 2020),Exports,Electricity,Gigawatt-hour,333882.6,
2013,European Union - 28 countries (2013-2020),Imports,Electricity,Gigawatt-hour,349594.26,
2013,European Union - 28 countries (2013-2020),Exports,Electricity,Gigawatt-hour,336983.6,
2013,Euro area - 19 countries  (from 2015),Imports,Electricity,Gigawatt-hour,255574.26,
2013,Euro area - 19 countries  (from 2015),Exports,Electricity,Gigawatt-hour,234615.6,
2013,Belgium,Imports,Electricity,Gigawatt-hour,17243,
2013,Belgium,Exports,Electricity,Gigawatt-hour,7603,
2013,Bulgaria,Imports,Electricity,Gigawatt-hour,3351,
2013,Bulgaria,Exports,Electricity,Gigawatt-hour,9532,
2013,Czech Republic,Imports,Electricity,Gigawatt-hour,10571,
2013,Czech Republic,Exports,Electricity,Gigawatt-hour,27458,
2013,Denmark,Imports,Electricity,Gigawatt-hour,11459,
2013,Denmark,Exports,Electricity,Gigawatt-hour,10377,
2013,Germany,Imports,Electricity,Gigawatt-hour,39222,
2013,Germany,Exports,Electricity,Gigawatt-hour,71415,
2013,Estonia,Imports,Electricity,Gigawatt-hour,2712,
2013,Estonia,Exports,Electricity,Gigawatt-hour,6300,
2013,Ireland,Imports,Electricity,Gigawatt-hour,2625.16,
2013,Ireland,Exports,Electricity,Gigawatt-hour,382.97,
2013,Greece,Imports,Electricity,Gigawatt-hour,5788,
2013,Greece,Exports,Electricity,Gigawatt-hour,3901,
2013,Spain,Imports,Electricity,Gigawatt-hour,9887,
2013,Spain,Exports,Electricity,Gigawatt-hour,16638,
2013,France,Imports,Electricity,Gigawatt-hour,11687,
2013,France,Exports,Electricity,Gigawatt-hour,60148,
2013,Croatia,Imports,Electricity,Gigawatt-hour,11260,
2013,Croatia,Exports,Electricity,Gigawatt-hour,7391,
2013,Italy,Imports,Electricity,Gigawatt-hour,44338,
2013,Italy,Exports,Electricity,Gigawatt-hour,2200,
2013,Cyprus,Imports,Electricity,Gigawatt-hour,0,
2013,Cyprus,Exports,Electricity,Gigawatt-hour,0,
2013,Latvia,Imports,Electricity,Gigawatt-hour,5005,
2013,Latvia,Exports,Electricity,Gigawatt-hour,3650,
2013,Lithuania,Imports,Electricity,Gigawatt-hour,8073,
2013,Lithuania,Exports,Electricity,Gigawatt-hour,1127,
2013,Luxembourg,Imports,Electricity,Gigawatt-hour,6851.52,
2013,Luxembourg,Exports,Electricity,Gigawatt-hour,1907.52,
2013,Hungary,Imports,Electricity,Gigawatt-hour,16635,
2013,Hungary,Exports,Electricity,Gigawatt-hour,4758,
2013,Malta,Imports,Electricity,Gigawatt-hour,0,
2013,Malta,Exports,Electricity,Gigawatt-hour,0,
2013,Netherlands,Imports,Electricity,Gigawatt-hour,33252,
2013,Netherlands,Exports,Electricity,Gigawatt-hour,15015,
2013,Austria,Imports,Electricity,Gigawatt-hour,24959.57,
2013,Austria,Exports,Electricity,Gigawatt-hour,17689.12,
2013,Poland,Imports,Electricity,Gigawatt-hour,7801,
2013,Poland,Exports,Electricity,Gigawatt-hour,12322,
2013,Portugal,Imports,Electricity,Gigawatt-hour,8100,
2013,Portugal,Exports,Electricity,Gigawatt-hour,5324,
2013,Romania,Imports,Electricity,Gigawatt-hour,2737,
2013,Romania,Exports,Electricity,Gigawatt-hour,4753,
2013,Slovenia,Imports,Electricity,Gigawatt-hour,7521,
2013,Slovenia,Exports,Electricity,Gigawatt-hour,8811,
2013,Slovakia,Imports,Electricity,Gigawatt-hour,10719,
2013,Slovakia,Exports,Electricity,Gigawatt-hour,10628,
2013,Finland,Imports,Electricity,Gigawatt-hour,17591,
2013,Finland,Exports,Electricity,Gigawatt-hour,1876,
2013,Sweden,Imports,Electricity,Gigawatt-hour,12674,
2013,Sweden,Exports,Electricity,Gigawatt-hour,22676,
2013,Iceland,Imports,Electricity,Gigawatt-hour,0,
2013,Iceland,Exports,Electricity,Gigawatt-hour,0,
2013,Liechtenstein,Imports,Electricity,Gigawatt-hour,:,
2013,Liechtenstein,Exports,Electricity,Gigawatt-hour,:,
2013,Norway,Imports,Electricity,Gigawatt-hour,10135,
2013,Norway,Exports,Electricity,Gigawatt-hour,15141,
2013,United Kingdom,Imports,Electricity,Gigawatt-hour,17532,
2013,United Kingdom,Exports,Electricity,Gigawatt-hour,3101,
2013,Montenegro,Imports,Electricity,Gigawatt-hour,388,
2013,Montenegro,Exports,Electricity,Gigawatt-hour,733,
2013,North Macedonia,Imports,Electricity,Gigawatt-hour,2491,
2013,North Macedonia,Exports,Electricity,Gigawatt-hour,62,
2013,Albania,Imports,Electricity,Gigawatt-hour,2323,
2013,Albania,Exports,Electricity,Gigawatt-hour,0,
2013,Serbia,Imports,Electricity,Gigawatt-hour,4077,
2013,Serbia,Exports,Electricity,Gigawatt-hour,6614,
2013,Turkey,Imports,Electricity,Gigawatt-hour,7429,
2013,Turkey,Exports,Electricity,Gigawatt-hour,1227,
2013,Bosnia and Herzegovina,Imports,Electricity,Gigawatt-hour,:,
2013,Bosnia and Herzegovina,Exports,Electricity,Gigawatt-hour,:,
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Imports,Electricity,Gigawatt-hour,2551,
2013,Kosovo (under United Nations Security Council Resolution 1244/99),Exports,Electricity,Gigawatt-hour,2893,
2013,Moldova,Imports,Electricity,Gigawatt-hour,3332,
2013,Moldova,Exports,Electricity,Gigawatt-hour,0,
2013,Ukraine,Imports,Electricity,Gigawatt-hour,39,
2013,Ukraine,Exports,Electricity,Gigawatt-hour,9929,
2013,Georgia,Imports,Electricity,Gigawatt-hour,484,
2013,Georgia,Exports,Electricity,Gigawatt-hour,450,
2014,European Union - 27 countries (from 2020),Imports,Electricity,Gigawatt-hour,363686.91,
2014,European Union - 27 countries (from 2020),Exports,Electricity,Gigawatt-hour,368710.35,
2014,European Union - 28 countries (2013-2020),Imports,Electricity,Gigawatt-hour,386930.91,
2014,European Union - 28 countries (2013-2020),Exports,Electricity,Gigawatt-hour,371433.35,
2014,Euro area - 19 countries  (from 2015),Imports,Electricity,Gigawatt-hour,274675.91,
2014,Euro area - 19 countries  (from 2015),Exports,Electricity,Gigawatt-hour,253559.35,
2014,Belgium,Imports,Electricity,Gigawatt-hour,21791,
2014,Belgium,Exports,Electricity,Gigawatt-hour,4188,
2014,Bulgaria,Imports,Electricity,Gigawatt-hour,4319,
2014,Bulgaria,Exports,Electricity,Gigawatt-hour,13774,
2014,Czech Republic,Imports,Electricity,Gigawatt-hour,11842,
2014,Czech Republic,Exports,Electricity,Gigawatt-hour,28142,
2014,Denmark,Imports,Electricity,Gigawatt-hour,12702,
2014,Denmark,Exports,Electricity,Gigawatt-hour,9847,
2014,Germany,Imports,Electricity,Gigawatt-hour,40435,
2014,Germany,Exports,Electricity,Gigawatt-hour,74320,
2014,Estonia,Imports,Electricity,Gigawatt-hour,3730,
2014,Estonia,Exports,Electricity,Gigawatt-hour,6484,
2014,Ireland,Imports,Electricity,Gigawatt-hour,2853.02,
2014,Ireland,Exports,Electricity,Gigawatt-hour,703.96,
2014,Greece,Imports,Electricity,Gigawatt-hour,9461,
2014,Greece,Exports,Electricity,Gigawatt-hour,642,
2014,Spain,Imports,Electricity,Gigawatt-hour,12310,
2014,Spain,Exports,Electricity,Gigawatt-hour,15716,
2014,France,Imports,Electricity,Gigawatt-hour,7873,
2014,France,Exports,Electricity,Gigawatt-hour,75063,
2014,Croatia,Imports,Electricity,Gigawatt-hour,10898,
2014,Croatia,Exports,Electricity,Gigawatt-hour,6945,
2014,Italy,Imports,Electricity,Gigawatt-hour,46747,
2014,Italy,Exports,Electricity,Gigawatt-hour,3031,
2014,Cyprus,Imports,Electricity,Gigawatt-hour,0,
2014,Cyprus,Exports,Electricity,Gigawatt-hour,0,
2014,Latvia,Imports,Electricity,Gigawatt-hour,5340,
2014,Latvia,Exports,Electricity,Gigawatt-hour,3023,
2014,Lithuania,Imports,Electricity,Gigawatt-hour,8521,
2014,Lithuania,Exports,Electricity,Gigawatt-hour,898,
2014,Luxembourg,Imports,Electricity,Gigawatt-hour,6961.18,
2014,Luxembourg,Exports,Electricity,Gigawatt-hour,2067.39,
2014,Hungary,Imports,Electricity,Gigawatt-hour,19079,
2014,Hungary,Exports,Electricity,Gigawatt-hour,5689,
2014,Malta,Imports,Electricity,Gigawatt-hour,0,
2014,Malta,Exports,Electricity,Gigawatt-hour,0,
2014,Netherlands,Imports,Electricity,Gigawatt-hour,32855,
2014,Netherlands,Exports,Electricity,Gigawatt-hour,18128,
2014,Austria,Imports,Electricity,Gigawatt-hour,26711.72,
2014,Austria,Exports,Electricity,Gigawatt-hour,17437,
2014,Poland,Imports,Electricity,Gigawatt-hour,13508,
2014,Poland,Exports,Electricity,Gigawatt-hour,11342,
2014,Portugal,Imports,Electricity,Gigawatt-hour,7247,
2014,Portugal,Exports,Electricity,Gigawatt-hour,6344,
2014,Romania,Imports,Electricity,Gigawatt-hour,2811,
2014,Romania,Exports,Electricity,Gigawatt-hour,9937,
2014,Slovenia,Imports,Electricity,Gigawatt-hour,7254,
2014,Slovenia,Exports,Electricity,Gigawatt-hour,9997,
2014,Slovakia,Imports,Electricity,Gigawatt-hour,12964,
2014,Slovakia,Exports,Electricity,Gigawatt-hour,11862,
2014,Finland,Imports,Electricity,Gigawatt-hour,21622,
2014,Finland,Exports,Electricity,Gigawatt-hour,3655,
2014,Sweden,Imports,Electricity,Gigawatt-hour,13852,
2014,Sweden,Exports,Electricity,Gigawatt-hour,29475,
2014,Iceland,Imports,Electricity,Gigawatt-hour,0,
2014,Iceland,Exports,Electricity,Gigawatt-hour,0,
2014,Liechtenstein,Imports,Electricity,Gigawatt-hour,355,
2014,Liechtenstein,Exports,Electricity,Gigawatt-hour,0,
2014,Norway,Imports,Electricity,Gigawatt-hour,6347,
2014,Norway,Exports,Electricity,Gigawatt-hour,21932,
2014,United Kingdom,Imports,Electricity,Gigawatt-hour,23244,
2014,United Kingdom,Exports,Electricity,Gigawatt-hour,2723,
2014,Montenegro,Imports,Electricity,Gigawatt-hour,903,
2014,Montenegro,Exports,Electricity,Gigawatt-hour,642,
2014,North Macedonia,Imports,Electricity,Gigawatt-hour,3073,
2014,North Macedonia,Exports,Electricity,Gigawatt-hour,113,
2014,Albania,Imports,Electricity,Gigawatt-hour,3250,
2014,Albania,Exports,Electricity,Gigawatt-hour,183,
2014,Serbia,Imports,Electricity,Gigawatt-hour,7008,
2014,Serbia,Exports,Electricity,Gigawatt-hour,5445,
2014,Turkey,Imports,Electricity,Gigawatt-hour,7953,
2014,Turkey,Exports,Electricity,Gigawatt-hour,2696,
2014,Bosnia and Herzegovina,Imports,Electricity,Gigawatt-hour,3162,
2014,Bosnia and Herzegovina,Exports,Electricity,Gigawatt-hour,5998,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Imports,Electricity,Gigawatt-hour,966,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Exports,Electricity,Gigawatt-hour,475,
2014,Moldova,Imports,Electricity,Gigawatt-hour,3342,
2014,Moldova,Exports,Electricity,Gigawatt-hour,0,
2014,Ukraine,Imports,Electricity,Gigawatt-hour,89,
2014,Ukraine,Exports,Electricity,Gigawatt-hour,8523,
2014,Georgia,Imports,Electricity,Gigawatt-hour,853,
2014,Georgia,Exports,Electricity,Gigawatt-hour,604,
2015,European Union - 27 countries (from 2020),Imports,Electricity,Gigawatt-hour,387638.65,
2015,European Union - 27 countries (from 2020),Exports,Electricity,Gigawatt-hour,394313.76,
2015,European Union - 28 countries (2013-2020),Imports,Electricity,Gigawatt-hour,410599.52,
2015,European Union - 28 countries (2013-2020),Exports,Electricity,Gigawatt-hour,396169.07,
2015,Euro area - 19 countries  (from 2015),Imports,Electricity,Gigawatt-hour,290258.9,
2015,Euro area - 19 countries  (from 2015),Exports,Electricity,Gigawatt-hour,270568.57,
2015,Belgium,Imports,Electricity,Gigawatt-hour,23714,
2015,Belgium,Exports,Electricity,Gigawatt-hour,2715,
2015,Bulgaria,Imports,Electricity,Gigawatt-hour,4251,
2015,Bulgaria,Exports,Electricity,Gigawatt-hour,14826,
2015,Czech Republic,Imports,Electricity,Gigawatt-hour,16146,
2015,Czech Republic,Exports,Electricity,Gigawatt-hour,28661,
2015,Denmark,Imports,Electricity,Gigawatt-hour,15644.75,
2015,Denmark,Exports,Electricity,Gigawatt-hour,9733.19,
2015,Germany,Imports,Electricity,Gigawatt-hour,37008,
2015,Germany,Exports,Electricity,Gigawatt-hour,85290,
2015,Estonia,Imports,Electricity,Gigawatt-hour,5452,
2015,Estonia,Exports,Electricity,Gigawatt-hour,6377,
2015,Ireland,Imports,Electricity,Gigawatt-hour,1751.98,
2015,Ireland,Exports,Electricity,Gigawatt-hour,1078.61,
2015,Greece,Imports,Electricity,Gigawatt-hour,11081,
2015,Greece,Exports,Electricity,Gigawatt-hour,1473,
2015,Spain,Imports,Electricity,Gigawatt-hour,14956,
2015,Spain,Exports,Electricity,Gigawatt-hour,15089,
2015,France,Imports,Electricity,Gigawatt-hour,9961,
2015,France,Exports,Electricity,Gigawatt-hour,74024,
2015,Croatia,Imports,Electricity,Gigawatt-hour,13158,
2015,Croatia,Exports,Electricity,Gigawatt-hour,6369,
2015,Italy,Imports,Electricity,Gigawatt-hour,50849,
2015,Italy,Exports,Electricity,Gigawatt-hour,4471,
2015,Cyprus,Imports,Electricity,Gigawatt-hour,0,
2015,Cyprus,Exports,Electricity,Gigawatt-hour,0,
2015,Latvia,Imports,Electricity,Gigawatt-hour,5246,
2015,Latvia,Exports,Electricity,Gigawatt-hour,3425,
2015,Lithuania,Imports,Electricity,Gigawatt-hour,7938,
2015,Lithuania,Exports,Electricity,Gigawatt-hour,730,
2015,Luxembourg,Imports,Electricity,Gigawatt-hour,7518.76,
2015,Luxembourg,Exports,Electricity,Gigawatt-hour,1919.44,
2015,Hungary,Imports,Electricity,Gigawatt-hour,19935,
2015,Hungary,Exports,Electricity,Gigawatt-hour,6249,
2015,Malta,Imports,Electricity,Gigawatt-hour,1054,
2015,Malta,Exports,Electricity,Gigawatt-hour,0,
2015,Netherlands,Imports,Electricity,Gigawatt-hour,30760.01,
2015,Netherlands,Exports,Electricity,Gigawatt-hour,22011.88,
2015,Austria,Imports,Electricity,Gigawatt-hour,29389.16,
2015,Austria,Exports,Electricity,Gigawatt-hour,19327.65,
2015,Poland,Imports,Electricity,Gigawatt-hour,14459,
2015,Poland,Exports,Electricity,Gigawatt-hour,14793,
2015,Portugal,Imports,Electricity,Gigawatt-hour,8077,
2015,Portugal,Exports,Electricity,Gigawatt-hour,5811,
2015,Romania,Imports,Electricity,Gigawatt-hour,4492,
2015,Romania,Exports,Electricity,Gigawatt-hour,11220,
2015,Slovenia,Imports,Electricity,Gigawatt-hour,9045,
2015,Slovenia,Exports,Electricity,Gigawatt-hour,9093,
2015,Slovakia,Imports,Electricity,Gigawatt-hour,14999,
2015,Slovakia,Exports,Electricity,Gigawatt-hour,12611,
2015,Finland,Imports,Electricity,Gigawatt-hour,21459,
2015,Finland,Exports,Electricity,Gigawatt-hour,5122,
2015,Sweden,Imports,Electricity,Gigawatt-hour,9294,
2015,Sweden,Exports,Electricity,Gigawatt-hour,31894,
2015,Iceland,Imports,Electricity,Gigawatt-hour,0,
2015,Iceland,Exports,Electricity,Gigawatt-hour,0,
2015,Liechtenstein,Imports,Electricity,Gigawatt-hour,325,
2015,Liechtenstein,Exports,Electricity,Gigawatt-hour,0,
2015,Norway,Imports,Electricity,Gigawatt-hour,7371,
2015,Norway,Exports,Electricity,Gigawatt-hour,22016,
2015,United Kingdom,Imports,Electricity,Gigawatt-hour,22960.87,
2015,United Kingdom,Exports,Electricity,Gigawatt-hour,1855.31,
2015,Montenegro,Imports,Electricity,Gigawatt-hour,1040,
2015,Montenegro,Exports,Electricity,Gigawatt-hour,517,
2015,North Macedonia,Imports,Electricity,Gigawatt-hour,2656,
2015,North Macedonia,Exports,Electricity,Gigawatt-hour,143,
2015,Albania,Imports,Electricity,Gigawatt-hour,2355,
2015,Albania,Exports,Electricity,Gigawatt-hour,956,
2015,Serbia,Imports,Electricity,Gigawatt-hour,6303,
