TIME,GEO,NRG_BAL,SIEC,UNIT,Value,Flag and Footnotes
2014,Portugal,Gross electricity production,Total,Gigawatt-hour,52796.51,
2014,Greece,Gross electricity production,Total,Gigawatt-hour,50473.29,
2014,Bulgaria,Gross electricity production,Total,Gigawatt-hour,47471.46,
2014,Serbia,Gross electricity production,Total,Gigawatt-hour,34060.00,
2014,Hungary,Gross electricity production,Total,Gigawatt-hour,29347.94,
2014,Ireland,Gross electricity production,Total,Gigawatt-hour,26087.08,
2014,Denmark,Gross electricity production,Total,Gigawatt-hour,32183.62,
2014,Slovakia,Gross electricity production,Total,Gigawatt-hour,27283.00,
2014,Iceland,Gross electricity production,Total,Gigawatt-hour,18122.82,
2014,Bosnia and Herzegovina,Gross electricity production,Total,Gigawatt-hour,17023.00,
2014,Slovenia,Gross electricity production,Total,Gigawatt-hour,17437.74,
2014,Croatia,Gross electricity production,Total,Gigawatt-hour,13552.84,
2014,Georgia,Gross electricity production,Total,Gigawatt-hour,10371.34,
2014,Estonia,Gross electricity production,Total,Gigawatt-hour,12445.71,
2014,Latvia,Gross electricity production,Total,Gigawatt-hour,5139.41,
2014,Kosovo (under United Nations Security Council Resolution 1244/99),Gross electricity production,Total,Gigawatt-hour,5436.37,
2014,North Macedonia,Gross electricity production,Total,Gigawatt-hour,5373.67,
2014,Albania,Gross electricity production,Total,Gigawatt-hour,4724.44,
2014,Cyprus,Gross electricity production,Total,Gigawatt-hour,4349.92,
2014,Lithuania,Gross electricity production,Total,Gigawatt-hour,4154.00,
2014,Montenegro,Gross electricity production,Total,Gigawatt-hour,3172.65,
2014,Malta,Gross electricity production,Total,Gigawatt-hour,2244.89,
2014,Luxembourg,Gross electricity production,Total,Gigawatt-hour,2964.98,
2014,Moldova,Gross electricity production,Total,Gigawatt-hour,963.48,
2015,European Union - 28 countries (2013-2020),Gross electricity production,Total,Gigawatt-hour,3238702.05,
2015,European Union - 27 countries (from 2020),Gross electricity production,Total,Gigawatt-hour,2900615.64,
2015,Euro area - 19 countries  (from 2015),Gross electricity production,Total,Gigawatt-hour,2303725.47,
2015,Germany,Gross electricity production,Total,Gigawatt-hour,646484.00,
2015,France,Gross electricity production,Total,Gigawatt-hour,578874.62,
2015,United Kingdom,Gross electricity production,Total,Gigawatt-hour,338086.41,
2015,Turkey,Gross electricity production,Total,Gigawatt-hour,261287.90,
2015,Italy,Gross electricity production,Total,Gigawatt-hour,282396.07,
2015,Spain,Gross electricity production,Total,Gigawatt-hour,280695.45,
2015,Sweden,Gross electricity production,Total,Gigawatt-hour,162112.75,
2015,Poland,Gross electricity production,Total,Gigawatt-hour,164829.29,
2015,Ukraine,Gross electricity production,Total,Gigawatt-hour,163213.40,
2015,Norway,Gross electricity production,Total,Gigawatt-hour,144212.00,
2015,Netherlands,Gross electricity production,Total,Gigawatt-hour,108750.15,
2015,Belgium,Gross electricity production,Total,Gigawatt-hour,69355.20,
2015,Czech Republic,Gross electricity production,Total,Gigawatt-hour,83809.86,
2015,Austria,Gross electricity production,Total,Gigawatt-hour,65284.55,
2015,Finland,Gross electricity production,Total,Gigawatt-hour,68350.09,
2015,Romania,Gross electricity production,Total,Gigawatt-hour,66294.93,
2015,Portugal,Gross electricity production,Total,Gigawatt-hour,52411.52,
2015,Greece,Gross electricity production,Total,Gigawatt-hour,51874.40,
2015,Bulgaria,Gross electricity production,Total,Gigawatt-hour,49202.51,
2015,Serbia,Gross electricity production,Total,Gigawatt-hour,38298.00,
2015,Hungary,Gross electricity production,Total,Gigawatt-hour,30297.82,
2015,Ireland,Gross electricity production,Total,Gigawatt-hour,28390.63,
2015,Denmark,Gross electricity production,Total,Gigawatt-hour,28940.63,
2015,Slovakia,Gross electricity production,Total,Gigawatt-hour,26803.00,
2015,Iceland,Gross electricity production,Total,Gigawatt-hour,18798.67,
2015,Bosnia and Herzegovina,Gross electricity production,Total,Gigawatt-hour,16438.00,
2015,Slovenia,Gross electricity production,Total,Gigawatt-hour,15099.62,
2015,Croatia,Gross electricity production,Total,Gigawatt-hour,11402.38,
2015,Georgia,Gross electricity production,Total,Gigawatt-hour,10832.76,
2015,Estonia,Gross electricity production,Total,Gigawatt-hour,10148.43,
2015,Latvia,Gross electricity production,Total,Gigawatt-hour,5534.22,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Gross electricity production,Total,Gigawatt-hour,6119.29,
2015,North Macedonia,Gross electricity production,Total,Gigawatt-hour,5645.56,
2015,Albania,Gross electricity production,Total,Gigawatt-hour,5895.00,
2015,Cyprus,Gross electricity production,Total,Gigawatt-hour,4534.75,
2015,Lithuania,Gross electricity production,Total,Gigawatt-hour,4668.00,
2015,Montenegro,Gross electricity production,Total,Gigawatt-hour,3003.00,
2015,Malta,Gross electricity production,Total,Gigawatt-hour,1304.69,
2015,Luxembourg,Gross electricity production,Total,Gigawatt-hour,2766.08,
2015,Moldova,Gross electricity production,Total,Gigawatt-hour,937.91,
2016,European Union - 28 countries (2013-2020),Gross electricity production,Total,Gigawatt-hour,3261388.96,
2016,European Union - 27 countries (from 2020),Gross electricity production,Total,Gigawatt-hour,2922171.84,
2016,Euro area - 19 countries  (from 2015),Gross electricity production,Total,Gigawatt-hour,2330850.21,
2016,Germany,Gross electricity production,Total,Gigawatt-hour,648561.00,
2016,France,Gross electricity production,Total,Gigawatt-hour,563488.79,
2016,United Kingdom,Gross electricity production,Total,Gigawatt-hour,339217.12,
2016,Turkey,Gross electricity production,Total,Gigawatt-hour,273694.16,
2016,Italy,Gross electricity production,Total,Gigawatt-hour,289032.36,
2016,Spain,Gross electricity production,Total,Gigawatt-hour,274663.77,
2016,Sweden,Gross electricity production,Total,Gigawatt-hour,156009.64,
2016,Poland,Gross electricity production,Total,Gigawatt-hour,166569.41,
2016,Ukraine,Gross electricity production,Total,Gigawatt-hour,164492.60,
2016,Norway,Gross electricity production,Total,Gigawatt-hour,148734.00,
2016,Netherlands,Gross electricity production,Total,Gigawatt-hour,113783.06,
2016,Belgium,Gross electricity production,Total,Gigawatt-hour,85288.60,
2016,Czech Republic,Gross electricity production,Total,Gigawatt-hour,83214.08,
2016,Austria,Gross electricity production,Total,Gigawatt-hour,68292.71,
2016,Finland,Gross electricity production,Total,Gigawatt-hour,68491.18,
2016,Romania,Gross electricity production,Total,Gigawatt-hour,65103.04,
2016,Portugal,Gross electricity production,Total,Gigawatt-hour,60328.15,
2016,Greece,Gross electricity production,Total,Gigawatt-hour,54437.94,
2016,Bulgaria,Gross electricity production,Total,Gigawatt-hour,45243.72,
2016,Serbia,Gross electricity production,Total,Gigawatt-hour,39342.00,
2016,Hungary,Gross electricity production,Total,Gigawatt-hour,31823.52,
2016,Ireland,Gross electricity production,Total,Gigawatt-hour,30512.96,
2016,Denmark,Gross electricity production,Total,Gigawatt-hour,30538.41,
2016,Slovakia,Gross electricity production,Total,Gigawatt-hour,26934.00,
2016,Iceland,Gross electricity production,Total,Gigawatt-hour,18549.09,
2016,Bosnia and Herzegovina,Gross electricity production,Total,Gigawatt-hour,17766.61,
2016,Slovenia,Gross electricity production,Total,Gigawatt-hour,16501.87,
2016,Croatia,Gross electricity production,Total,Gigawatt-hour,12819.81,
2016,Georgia,Gross electricity production,Total,Gigawatt-hour,11574.24,
2016,Estonia,Gross electricity production,Total,Gigawatt-hour,12169.92,
2016,Latvia,Gross electricity production,Total,Gigawatt-hour,6425.59,
2016,Kosovo (under United Nations Security Council Resolution 1244/99),Gross electricity production,Total,Gigawatt-hour,5981.51,
2016,North Macedonia,Gross electricity production,Total,Gigawatt-hour,5629.50,
2016,Albania,Gross electricity production,Total,Gigawatt-hour,7781.70,
2016,Cyprus,Gross electricity production,Total,Gigawatt-hour,4887.66,
2016,Lithuania,Gross electricity production,Total,Gigawatt-hour,3996.00,
2016,Montenegro,Gross electricity production,Total,Gigawatt-hour,3141.19,
2016,Malta,Gross electricity production,Total,Gigawatt-hour,857.08,
2016,Luxembourg,Gross electricity production,Total,Gigawatt-hour,2197.58,
2016,Moldova,Gross electricity production,Total,Gigawatt-hour,905.82,
2017,European Union - 28 countries (2013-2020),Gross electricity production,Total,Gigawatt-hour,3292579.88,
2017,European Union - 27 countries (from 2020),Gross electricity production,Total,Gigawatt-hour,2954603.00,
2017,Euro area - 19 countries  (from 2015),Gross electricity production,Total,Gigawatt-hour,2347318.72,
2017,Germany,Gross electricity production,Total,Gigawatt-hour,652022.00,
2017,France,Gross electricity production,Total,Gigawatt-hour,561222.97,
2017,United Kingdom,Gross electricity production,Total,Gigawatt-hour,337976.88,
2017,Turkey,Gross electricity production,Total,Gigawatt-hour,296429.20,
2017,Italy,Gross electricity production,Total,Gigawatt-hour,295169.02,
2017,Spain,Gross electricity production,Total,Gigawatt-hour,275635.00,
2017,Sweden,Gross electricity production,Total,Gigawatt-hour,164250.00,
2017,Poland,Gross electricity production,Total,Gigawatt-hour,170403.56,
2017,Ukraine,Gross electricity production,Total,Gigawatt-hour,155990.30,
2017,Norway,Gross electricity production,Total,Gigawatt-hour,149156.00,
2017,Netherlands,Gross electricity production,Total,Gigawatt-hour,115607.26,
2017,Belgium,Gross electricity production,Total,Gigawatt-hour,86224.80,
2017,Czech Republic,Gross electricity production,Total,Gigawatt-hour,86946.86,
2017,Austria,Gross electricity production,Total,Gigawatt-hour,71311.91,
2017,Finland,Gross electricity production,Total,Gigawatt-hour,67123.67,
2017,Romania,Gross electricity production,Total,Gigawatt-hour,64296.02,
2017,Portugal,Gross electricity production,Total,Gigawatt-hour,59431.72,
2017,Greece,Gross electricity production,Total,Gigawatt-hour,55266.09,
2017,Bulgaria,Gross electricity production,Total,Gigawatt-hour,45578.78,
2017,Serbia,Gross electricity production,Total,Gigawatt-hour,37045.36,
2017,Hungary,Gross electricity production,Total,Gigawatt-hour,32803.00,
2017,Ireland,Gross electricity production,Total,Gigawatt-hour,30875.12,
2017,Denmark,Gross electricity production,Total,Gigawatt-hour,31022.56,
2017,Slovakia,Gross electricity production,Total,Gigawatt-hour,27583.00,
2017,Iceland,Gross electricity production,Total,Gigawatt-hour,19238.53,
2017,Bosnia and Herzegovina,Gross electricity production,Total,Gigawatt-hour,16438.00,
2017,Slovenia,Gross electricity production,Total,Gigawatt-hour,16326.23,
2017,Croatia,Gross electricity production,Total,Gigawatt-hour,11983.50,
2017,Georgia,Gross electricity production,Total,Gigawatt-hour,11531.20,
2017,Estonia,Gross electricity production,Total,Gigawatt-hour,13160.46,
2017,Latvia,Gross electricity production,Total,Gigawatt-hour,7531.19,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Gross electricity production,Total,Gigawatt-hour,5918.34,
2017,North Macedonia,Gross electricity production,Total,Gigawatt-hour,5600.19,
2017,Albania,Gross electricity production,Total,Gigawatt-hour,4526.18,
2017,Cyprus,Gross electricity production,Total,Gigawatt-hour,5004.37,
2017,Lithuania,Gross electricity production,Total,Gigawatt-hour,3937.00,
2017,Montenegro,Gross electricity production,Total,Gigawatt-hour,2482.80,
2017,Malta,Gross electricity production,Total,Gigawatt-hour,1651.78,
2017,Luxembourg,Gross electricity production,Total,Gigawatt-hour,2235.14,
2017,Moldova,Gross electricity production,Total,Gigawatt-hour,896.00,
2018,European Union - 28 countries (2013-2020),Gross electricity production,Total,Gigawatt-hour,3273279.41,
2018,European Union - 27 countries (from 2020),Gross electricity production,Total,Gigawatt-hour,2940276.73,
2018,Euro area - 19 countries  (from 2015),Gross electricity production,Total,Gigawatt-hour,2331462.87,
2018,Germany,Gross electricity production,Total,Gigawatt-hour,641333.00,
2018,France,Gross electricity production,Total,Gigawatt-hour,581157.20,
2018,United Kingdom,Gross electricity production,Total,Gigawatt-hour,333002.68,
2018,Turkey,Gross electricity production,Total,Gigawatt-hour,303851.67,
2018,Italy,Gross electricity production,Total,Gigawatt-hour,289107.24,
2018,Spain,Gross electricity production,Total,Gigawatt-hour,274358.00,
2018,Sweden,Gross electricity production,Total,Gigawatt-hour,163400.00,
2018,Poland,Gross electricity production,Total,Gigawatt-hour,169914.59,
2018,Ukraine,Gross electricity production,Total,Gigawatt-hour,159795.80,
2018,Norway,Gross electricity production,Total,Gigawatt-hour,146556.39,
2018,Netherlands,Gross electricity production,Total,Gigawatt-hour,113503.53,
2018,Belgium,Gross electricity production,Total,Gigawatt-hour,74611.20,
2018,Czech Republic,Gross electricity production,Total,Gigawatt-hour,87906.97,
2018,Austria,Gross electricity production,Total,Gigawatt-hour,68604.74,
2018,Finland,Gross electricity production,Total,Gigawatt-hour,69982.13,
2018,Romania,Gross electricity production,Total,Gigawatt-hour,64876.46,
2018,Portugal,Gross electricity production,Total,Gigawatt-hour,59636.08,
2018,Greece,Gross electricity production,Total,Gigawatt-hour,53262.79,
2018,Bulgaria,Gross electricity production,Total,Gigawatt-hour,46815.40,
2018,Serbia,Gross electricity production,Total,Gigawatt-hour,37425.75,
2018,Hungary,Gross electricity production,Total,Gigawatt-hour,31900.00,
2018,Ireland,Gross electricity production,Total,Gigawatt-hour,31133.79,
2018,Denmark,Gross electricity production,Total,Gigawatt-hour,30368.74,
2018,Slovakia,Gross electricity production,Total,Gigawatt-hour,26855.00,
2018,Iceland,Gross electricity production,Total,Gigawatt-hour,19829.76,
2018,Bosnia and Herzegovina,Gross electricity production,Total,Gigawatt-hour,19160.00,
2018,Slovenia,Gross electricity production,Total,Gigawatt-hour,16326.94,
2018,Croatia,Gross electricity production,Total,Gigawatt-hour,13631.70,
2018,Georgia,Gross electricity production,Total,Gigawatt-hour,12148.60,
2018,Estonia,Gross electricity production,Total,Gigawatt-hour,12364.17,
2018,Latvia,Gross electricity production,Total,Gigawatt-hour,6724.88,
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Gross electricity production,Total,Gigawatt-hour,5915.21,
2018,North Macedonia,Gross electricity production,Total,Gigawatt-hour,5607.17,
2018,Albania,Gross electricity production,Total,Gigawatt-hour,8553.49,
